dataset,split,conversation_id,turn_idx,emotion_top1,emotion_top1_score,p01,p05,p10,pi,cep,uiop,pop_mean_pct,genre_js,genre_entropy,year_decade_js,year_decade_entropy,mean_year,redundancy_new,redundancy_repeated,stereotype_label,stereotype_score_0,stereotype_score_1,emo_curiosity,emo_neutral,emo_confusion,emo_approval,emo_annoyance,emo_disapproval,emo_love,emo_admiration,emo_joy,emo_disappointment,emo_realization,emo_surprise,emo_excitement,emo_amusement,emo_desire,emo_optimism,emo_gratitude,emo_sadness,emo_fear,emo_disgust,emo_caring,emo_anger,emo_relief,emo_embarrassment,emo_nervousness,emo_remorse,emo_grief,emo_pride,rec_turn_order
redial,train,5958,3,admiration,0.855,1.000,1.000,1.000,0.993,,1.000,0.993,0.450,0.693,0.546,0.000,1987.000,1,0,1,,0.791,,0.019,,0.209,,,,0.855,0.028,,,,0.048,,,,,,,,,,,,,,,,0
redial,train,5958,5,approval,0.638,0.000,0.000,1.000,0.949,1.000,,0.949,0.404,0.693,0.320,0.000,2017.000,1,0,0,0.797,,0.023,0.273,0.032,0.638,,,,,,,0.036,,,,,,,,,,,,,,,,,,1
redial,train,5958,7,admiration,0.946,1.000,1.000,1.000,0.992,1.000,,0.992,0.422,0.693,0.419,0.000,2000.000,1,0,1,,0.879,,0.018,,0.035,,,,0.946,,,,,0.010,,,,0.006,,,,,,,,,,,,2
redial,train,5959,1,neutral,0.939,0.000,1.000,1.000,0.986,,,0.986,0.584,0.000,0.551,0.000,1978.000,1,0,1,,0.770,0.008,0.939,0.008,,,,,,,,0.009,,0.010,,,,,,,,,,,,,,,,0
redial,train,5960,3,neutral,0.215,0.000,1.000,1.000,0.990,,1.000,0.990,0.463,0.000,0.517,0.000,1999.000,1,0,0,0.868,,,0.215,,0.191,,,,,,,0.189,0.141,0.107,,,,,,,,,,,,,,,,0
redial,train,5960,5,disapproval,0.561,0.000,1.000,1.000,0.975,1.000,,0.975,0.463,0.000,0.419,0.000,2000.000,1,0,1,,0.736,,0.054,,0.050,,0.561,,0.181,,0.073,,,,,,,,,,,,,,,,,,,1
redial,train,5960,7,amusement,0.919,0.000,0.000,1.000,0.947,1.000,,0.947,0.463,0.000,0.320,0.000,2015.000,1,0,0,0.929,,,,,0.019,,,0.011,0.026,0.257,,,,,0.919,,,,,,,,,,,,,,,2
redial,train,5961,3,admiration,0.673,0.000,1.000,1.000,0.961,,0.689,0.961,0.584,0.000,0.320,0.000,2017.000,1,0,1,,0.915,,,,0.156,,,,0.673,0.312,,,,,,,,0.037,,,,,,0.037,,,,,,0
redial,train,5961,7,curiosity,0.742,0.000,1.000,1.000,0.986,1.000,,0.986,0.584,0.000,0.551,0.000,1978.000,1,0,0,0.788,,0.742,0.097,0.104,0.157,,,,,,,,,,,,0.023,,,,,,,,,,,,,1
redial,train,5961,9,admiration,0.698,0.000,1.000,1.000,0.986,1.000,,0.986,0.584,0.000,0.551,0.000,1978.000,0,1,1,,0.784,,0.117,,0.219,,,,0.698,0.013,,,,,,,0.008,,,,,,,,,,,,,2
redial,train,5963,7,approval,0.506,0.000,1.000,1.000,0.974,,,0.977,0.466,1.040,0.419,0.000,2004.500,2,0,0,0.621,,,0.308,0.015,0.506,,0.026,,,,,0.092,,,,,,,,,,,,,,,,,,0
redial,train,5963,9,admiration,0.869,0.000,1.000,1.000,0.964,1.000,1.000,0.964,0.584,0.000,0.419,0.000,2005.000,0,1,0,0.955,,,,,0.063,0.042,0.073,,0.869,,0.100,,,,,,,,,,,,,,,,,,,1
redial,train,5963,11,gratitude,0.988,0.000,0.000,0.000,0.757,0.000,,0.757,0.584,0.000,0.320,0.000,2011.000,1,0,0,0.727,,,,,0.126,,,,0.012,,,0.010,,,,,0.019,0.988,,,,,,,,,,,,2
redial,train,5964,7,curiosity,0.543,0.000,1.000,1.000,0.961,,1.000,0.961,0.584,0.000,0.320,0.000,2017.000,1,0,0,0.682,,0.543,0.265,0.150,0.035,,,,,,,0.022,,,,,,,,,,,,,,,,,,0
redial,train,5966,3,neutral,0.798,0.000,0.000,1.000,0.916,,1.000,0.916,0.463,1.099,0.320,0.000,2017.000,1,0,0,0.845,,0.118,0.798,0.368,0.009,,,,,,,0.009,,,,,,,,,,,,,,,,,,0
redial,train,5967,5,approval,0.500,0.000,1.000,1.000,0.969,,1.000,0.969,0.390,0.000,0.320,0.000,2016.000,1,0,0,0.855,,,0.190,,0.500,,,0.233,,,,,,,,,0.107,,,,,0.071,,,,,,,,0
redial,train,5972,3,love,0.749,0.000,1.000,1.000,0.973,,,0.973,0.483,1.099,0.320,0.000,2017.000,1,0,0,0.790,,,0.021,,0.188,,,0.749,0.271,,,,,,,,,0.009,,,,,,,,,,,,0
redial,train,5972,7,curiosity,0.689,0.000,1.000,1.000,0.984,1.000,1.000,0.984,0.526,0.693,0.320,0.000,2017.000,1,0,1,,0.614,0.689,0.356,0.098,0.010,,,,,,,,0.006,,,,,,,,,,,,,,,,,1
redial,train,5972,9,amusement,0.808,0.000,1.000,1.000,0.975,1.000,1.000,0.975,0.493,1.099,0.320,0.000,2017.000,1,0,0,0.920,,,,,0.054,,,0.016,0.699,0.106,,,,,0.808,,,,,,,,,,,,,,,2
redial,train,5972,11,neutral,0.420,1.000,1.000,1.000,0.998,1.000,,0.998,0.537,1.099,0.517,0.000,1995.000,1,0,0,0.904,,0.378,0.420,0.229,,,0.116,,,,0.013,,,,,,,,,,,,,,,,,,,3
redial,train,5973,3,approval,0.750,1.000,1.000,1.000,0.995,,,0.995,0.351,1.386,0.612,0.000,1946.000,1,0,0,0.565,,,0.220,,0.750,,,,0.018,,,0.022,,0.017,,,,,,,,,,,,,,,,0
redial,train,5973,5,love,0.886,1.000,1.000,1.000,0.994,1.000,,0.994,0.369,1.099,0.619,0.000,1939.000,1,0,0,0.548,,,0.031,,0.052,,,0.886,0.128,0.018,,,,,,,,,,,,,,,,,,,,1
redial,train,5973,7,neutral,0.719,1.000,1.000,1.000,0.996,1.000,,0.996,0.407,0.693,0.612,0.000,1941.000,1,0,0,0.854,,,0.719,0.012,0.157,,,,,,,0.149,,,,,0.007,,,,,,,,,,,,,2
redial,train,5973,13,gratitude,0.988,0.000,0.000,1.000,0.936,1.000,1.000,0.936,0.329,1.386,0.619,0.000,1939.000,1,0,0,0.780,,,,,0.023,,,,0.441,0.012,,,,,,,0.017,0.988,,,,,,,,,,,,3
redial,train,5974,3,curiosity,0.469,0.000,0.000,1.000,0.940,,,0.940,0.404,0.693,0.419,0.000,2009.000,1,0,0,0.871,,0.469,0.242,0.039,0.204,,,,,,,,,0.028,,,,,,,,,,,,,,,,0
redial,train,5976,5,admiration,0.839,0.000,0.000,1.000,0.945,,1.000,0.945,0.352,0.693,0.320,0.000,2017.000,1,0,0,0.642,,,0.035,,0.084,,0.044,,0.839,,,,,,,,,,,,0.032,,,,,,,,,0
redial,train,5976,9,admiration,0.414,0.000,1.000,1.000,0.988,1.000,,0.988,0.250,1.099,0.419,0.000,2007.000,1,0,0,0.542,,,0.049,,0.332,,,0.380,0.414,,,0.010,,,,,,,,,,,,,,,,,,1
redial,train,5976,13,curiosity,0.682,1.000,1.000,1.000,0.995,1.000,1.000,0.995,0.404,0.693,0.551,0.000,1977.000,1,0,0,0.908,,0.682,0.333,0.149,0.006,0.007,,,,,,,,,,,,,,,,,,,,,,,,2
redial,train,5977,3,admiration,0.929,0.500,1.000,1.000,0.987,,1.000,0.985,0.404,0.693,0.419,0.000,2001.500,2,0,0,0.609,,,0.013,,0.071,,,0.049,0.929,0.029,,,,,,,,,,,,,,,,,,,,0
redial,train,5977,5,curiosity,0.516,0.000,1.000,1.000,0.957,1.000,,0.957,0.399,1.099,0.419,0.000,2005.000,1,0,1,,0.728,0.516,0.248,0.348,,,,,,,,0.026,0.120,,,,,,,,,,,,,,,,,1
redial,train,5977,9,gratitude,0.985,0.000,1.000,1.000,0.957,1.000,,0.957,0.399,1.099,0.419,0.000,2005.000,0,1,0,0.879,,,,,0.013,,,,0.017,0.052,,,,,0.529,,,0.985,,,,,,,,,,,,2
redial,train,5979,5,admiration,0.943,0.000,0.000,0.000,0.757,,0.000,0.757,0.472,0.693,0.320,0.000,2018.000,1,0,0,0.749,,,0.019,,0.045,,,,0.943,,,,,,,,0.005,0.008,,,,,,,,,,,,0
redial,train,5980,3,amusement,0.910,0.000,0.000,0.000,0.885,,0.000,0.885,,0.000,0.320,0.000,2017.000,1,0,0,0.952,,,0.018,,,,,,,0.070,,0.024,,,0.910,,,,0.025,,,,,,,,,,,0
redial,train,5980,7,admiration,0.827,0.000,0.000,1.000,0.925,0.000,,0.925,0.463,0.000,0.320,0.000,2016.000,1,0,1,,0.749,,0.047,,0.181,,,0.011,0.827,,,0.010,,,,,,,,,,,,,,,,,,1
redial,train,5981,3,admiration,0.949,1.000,1.000,1.000,0.996,,,0.996,0.336,1.560,0.202,0.693,2009.000,2,0,0,0.789,,,0.020,,0.036,,,,0.949,,,0.005,,,,,,0.008,,,,,,,,,,,,0
redial,train,5981,5,curiosity,0.470,0.000,0.000,1.000,0.943,1.000,,0.943,0.483,1.099,0.320,0.000,2017.000,1,0,1,,0.851,0.470,0.452,0.379,0.008,,,,,,,,0.007,,,,,,,,,,,,,,,,,1
redial,train,5981,11,excitement,0.507,0.000,1.000,1.000,0.973,1.000,1.000,0.973,0.483,1.099,0.320,0.000,2017.000,1,0,0,0.924,,0.234,0.137,0.016,0.025,,,,,,,,,0.507,,,,,,,,,,,,,,,,2
redial,train,5982,9,neutral,0.631,1.000,1.000,1.000,0.998,,,0.998,0.312,1.099,0.419,0.000,2000.000,1,0,0,0.787,,,0.631,,0.146,,,0.060,,0.015,,,,,,,0.021,,,,,,,,,,,,,0
redial,train,5983,3,neutral,0.576,0.000,0.000,0.000,0.851,,,0.851,0.463,0.000,0.320,0.000,2017.000,1,0,0,0.931,,,0.576,,0.161,,0.200,,,,,0.046,,,,,0.024,,,,,,,,,,,,,0
redial,train,5983,5,approval,0.500,0.000,0.000,0.000,0.889,1.000,,0.889,0.463,0.000,0.320,0.000,2010.000,1,0,0,0.753,,,0.443,,0.500,,0.032,,,,,0.019,,,,,0.024,,,,,,,,,,,,,1
redial,train,5983,7,confusion,0.526,1.000,1.000,1.000,0.993,0.000,,0.993,0.463,0.000,0.419,0.000,2007.000,1,0,0,0.787,,,0.226,0.526,,,0.088,,,,0.110,0.187,,,,,,,,,,,,,,,,,,2
redial,train,5983,9,admiration,0.874,1.000,1.000,1.000,0.991,1.000,,0.991,0.404,0.693,0.419,0.000,2005.000,1,0,1,,0.549,,0.020,,0.318,,,,0.874,,,0.014,,0.011,,,,,,,,,,,,,,,,3
redial,train,5984,7,neutral,0.967,0.000,1.000,1.000,0.981,,,0.981,0.550,0.000,0.320,0.000,2015.000,1,0,0,0.841,,,0.967,0.003,0.011,0.006,,,,,,0.006,,,,,,,,,,,,,,,,,,0
redial,train,5986,1,neutral,0.625,0.000,1.000,1.000,0.988,,,0.988,0.401,1.609,0.320,0.000,2011.000,1,0,0,0.864,,0.196,0.625,0.480,0.013,,,,,,,0.016,,,,,,,,,,,,,,,,,,0
redial,train,5986,3,neutral,0.950,0.000,1.000,1.000,0.988,1.000,1.000,0.988,0.401,1.609,0.320,0.000,2011.000,0,1,0,0.916,,,0.950,,0.025,0.004,,,0.005,,,0.015,,,,,,,,,,,,,,,,,,1
redial,train,5986,5,surprise,0.668,0.000,1.000,1.000,0.984,1.000,1.000,0.984,0.526,0.693,0.320,0.000,2017.000,1,0,0,0.928,,,0.049,,,,,,,0.037,,0.054,0.668,0.267,,,,,,,,,,,,,,,,2
redial,train,5986,9,neutral,0.535,1.000,1.000,1.000,0.998,1.000,,0.998,0.483,1.099,0.419,0.000,2008.000,1,0,1,,0.693,,0.535,0.157,0.034,,,,,,,0.033,,,,,0.237,,,,,,,,,,,,,3
redial,train,5989,5,admiration,0.801,1.000,1.000,1.000,0.991,,1.000,0.991,0.469,1.099,0.517,0.000,1992.000,1,0,0,0.679,,,0.014,,0.086,,,0.588,0.801,0.011,,,,,,,,,,,,,,,,,,,,0
redial,train,5991,13,love,0.767,1.000,1.000,1.000,0.994,,1.000,0.994,0.367,1.099,0.419,0.000,2009.000,1,0,0,0.550,,,0.029,,0.241,,,0.767,0.183,0.016,,,,,,,,,,,,,,,,,,,,0
redial,train,5992,1,curiosity,0.733,1.000,1.000,1.000,0.999,,,0.999,0.425,1.099,0.546,0.000,1988.000,1,0,1,,0.562,0.733,0.317,0.065,0.015,,,,,,,,,,,,0.009,,,,,,,,,,,,,0
redial,train,5993,3,love,0.736,1.000,1.000,1.000,0.993,,,0.993,0.540,1.099,0.320,0.000,2014.000,1,0,0,0.571,,0.420,0.052,0.120,,,,0.736,0.039,,,,,,,,,,,,,,,,,,,,,0
redial,train,5993,7,amusement,0.841,0.500,0.500,1.000,0.973,1.000,1.000,0.965,0.425,1.099,0.294,0.693,2002.000,2,0,0,0.733,,,,,,,,,,0.060,0.068,,,,0.841,0.040,,,0.041,,,,,,,,,,,1
redial,train,5993,9,gratitude,0.976,1.000,1.000,1.000,0.993,1.000,1.000,0.993,0.540,1.099,0.320,0.000,2014.000,0,1,1,,0.634,,,,0.045,,,,0.035,,,,,,,,0.151,0.976,,,,0.104,,,,,,,,2
redial,train,5994,1,curiosity,0.654,1.000,1.000,1.000,0.992,,,0.992,0.315,1.386,0.517,0.000,1998.000,1,0,0,0.775,,0.654,0.325,0.079,0.022,,,0.041,,,,,,,,,,,,,,,,,,,,,,0
redial,train,5994,11,joy,0.816,1.000,1.000,1.000,0.996,1.000,,0.996,0.238,1.386,0.546,0.000,1987.000,1,0,0,0.808,,,,,0.186,,,,0.071,0.816,,,,,,,0.088,,,,,0.059,,,,,,,,1
redial,train,5995,7,love,0.780,0.000,1.000,1.000,0.974,,1.000,0.971,0.290,1.332,0.419,0.000,2001.500,2,0,0,0.859,,,,,0.037,,,0.780,0.138,0.334,,,,,0.088,,,,,,,,,,,,,,,0
redial,train,5995,11,amusement,0.920,0.000,1.000,1.000,0.980,1.000,1.000,0.977,0.466,1.040,0.419,0.000,2002.500,2,0,0,0.884,,,0.021,,,0.029,0.053,,,0.090,,,,,0.920,,,,,,,,,,,,,,,1
redial,train,5996,1,love,0.864,0.000,1.000,1.000,0.976,,,0.976,0.463,0.000,0.320,0.000,2011.000,1,0,0,0.629,,,0.042,,0.130,,,0.864,0.091,,,0.012,,,,,,,,,,,,,,,,,,0
redial,train,5996,3,desire,0.473,0.000,0.500,0.500,0.940,0.689,,0.930,0.488,0.693,0.320,0.000,2014.500,2,0,0,0.541,,0.262,0.168,,0.028,,,,,,,,,0.033,,0.473,,,,,,,,,,,,,,1
redial,train,5996,5,admiration,0.929,0.000,0.000,1.000,0.925,0.689,,0.925,0.463,0.000,0.320,0.000,2014.000,1,0,1,,0.505,,0.017,,0.089,,,,0.929,0.011,,,,,,,,0.013,,,,,,,,,,,,2
redial,train,5996,7,admiration,0.937,0.000,1.000,1.000,0.972,1.000,,0.972,0.429,0.693,0.320,0.000,2013.000,1,0,0,0.694,,,0.010,,0.041,,,0.129,0.937,0.015,,,,,,,,,,,,,,,,,,,,3
redial,train,5996,13,approval,0.674,1.000,1.000,1.000,0.998,1.000,1.000,0.998,0.537,1.099,0.517,0.000,1995.000,1,0,0,0.654,,,0.061,,0.674,,0.016,,0.381,,,,,,,,0.031,,,,,,,,,,,,,4
redial,train,5996,15,admiration,0.627,0.000,1.000,1.000,0.973,1.000,,0.973,0.483,1.099,0.320,0.000,2017.000,1,0,0,0.759,,,0.033,,0.454,,,,0.627,,,,,0.013,,,0.109,,,,,,,,,,,,,5
redial,train,5996,17,neutral,0.862,0.000,1.000,1.000,0.975,1.000,,0.975,0.408,0.693,0.419,0.000,2006.000,1,0,1,,0.615,,0.862,,0.019,0.018,0.168,,,,,0.012,,,,,,,,,,,,,,,,,,6
redial,train,5997,1,approval,0.555,1.000,1.000,1.000,0.999,,,0.999,0.417,1.386,0.517,0.000,1996.000,1,0,0,0.825,,,0.090,,0.555,,,,0.023,,,,,,,0.023,0.533,,,,,,,,,,,,,0
redial,train,5997,7,love,0.585,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.526,0.693,0.517,0.000,1991.000,1,0,0,0.945,,,0.088,,0.149,,,0.585,,,,,,,,,0.292,,,,,0.064,,,,,,,,1
redial,train,5998,1,curiosity,0.662,1.000,1.000,1.000,0.992,,,0.992,0.422,0.693,0.419,0.000,2000.000,1,0,0,0.626,,0.662,0.329,0.095,,0.009,,,,,,,,,,,0.010,,,,,,,,,,,,,0
redial,train,5998,3,disapproval,0.559,1.000,1.000,1.000,0.993,1.000,,0.993,0.450,0.693,0.546,0.000,1987.000,1,0,0,0.591,,0.169,,0.521,0.056,,0.559,,0.059,,,,,,,,,,,,,,,,,,,,,1
redial,train,5998,5,amusement,0.858,0.000,1.000,1.000,0.979,1.000,,0.979,0.463,0.000,0.419,0.000,2001.000,1,0,0,0.712,,,0.016,,0.045,,,,0.226,0.172,,,,,0.858,,,,,,,,,,,,,,,2
redial,train,5998,7,excitement,0.378,0.000,1.000,1.000,0.979,1.000,1.000,0.979,0.463,0.000,0.419,0.000,2001.000,0,1,0,0.633,,0.203,0.058,,0.075,,,,0.240,,,,,0.378,,,,,,,,,,,,,,,,3
redial,train,5998,9,amusement,0.937,0.000,0.500,0.500,0.870,0.689,0.689,0.841,0.412,0.637,0.419,0.000,2000.500,2,0,0,0.877,,,0.014,,,,,,0.024,0.135,,0.015,,,0.937,,,,,,,,,,,,,,,4
redial,train,5999,9,admiration,0.833,1.000,1.000,1.000,0.993,,,0.993,0.344,0.693,0.320,0.000,2014.000,1,0,0,0.759,,,0.034,,0.305,,0.169,,0.833,,0.021,,,,,,,,,,,,,,,,,,,0
redial,train,6001,1,neutral,0.605,1.000,1.000,1.000,0.994,,,0.994,0.404,0.693,0.517,0.000,1999.000,1,0,1,,0.623,0.477,0.605,0.041,0.012,,,,,,,,,0.011,,,,,,,,,,,,,,,,0
redial,train,6002,3,neutral,0.622,0.000,1.000,1.000,0.984,,,0.984,0.374,1.099,0.320,0.000,2012.000,1,0,1,,0.920,0.251,0.622,0.289,0.021,,,,,,,0.018,,,,,,,,,,,,,,,,,,0
redial,train,6002,7,neutral,0.802,0.500,1.000,1.000,0.987,1.000,,0.985,0.412,0.637,0.419,0.000,2000.500,2,0,0,0.756,,,0.802,0.005,0.112,,,,0.008,,,0.098,,,,,,,,,,,,,,,,,,1
redial,train,6002,13,amusement,0.858,0.000,1.000,1.000,0.979,1.000,,0.979,0.463,0.000,0.419,0.000,2001.000,0,1,1,,0.758,0.439,,0.043,,,,,0.037,0.250,,,,,0.858,,,,,,,,,,,,,,,2
redial,train,6002,15,love,0.826,0.000,0.000,1.000,0.909,1.000,1.000,0.909,0.463,0.000,0.320,0.000,2011.000,1,0,0,0.744,,,0.017,,0.068,,,0.826,0.338,0.020,,,,,,,,,,,,,,,,,,,,3
redial,train,6002,21,approval,0.342,0.000,1.000,1.000,0.960,1.000,1.000,0.960,0.374,1.099,0.419,0.000,2004.000,1,0,1,,0.831,,0.324,,0.342,,,,,0.061,,0.056,,0.240,,,,,,,,,,,,,,,,4
redial,train,6003,3,neutral,0.525,1.000,1.000,1.000,0.999,,1.000,0.999,0.337,0.637,0.432,0.693,1993.000,2,0,0,0.919,,,0.525,,0.432,,,,,,,0.012,,,,0.019,0.024,,,,,,,,,,,,,0
redial,train,6003,5,curiosity,0.568,0.000,1.000,1.000,0.984,1.000,,0.984,0.526,0.693,0.320,0.000,2017.000,1,0,0,0.766,,0.568,0.379,0.263,0.008,0.006,,,,,,,,,,,,,,,,,,,,,,,,1
redial,train,6003,9,neutral,0.525,0.000,0.000,0.000,0.894,0.000,,0.894,0.308,1.386,0.320,0.000,2016.000,1,0,0,0.674,,,0.525,0.061,,,0.049,,,,,0.206,0.222,,,,,,,,,,,,,,,,,2
redial,train,6004,5,neutral,0.968,0.000,0.000,1.000,0.922,,,0.922,0.404,1.386,0.419,0.000,2009.000,1,0,1,,0.755,,0.968,0.004,0.013,0.005,,,,,,0.008,,,,,,,,,,,,,,,,,,0
redial,train,6004,11,admiration,0.855,0.000,0.000,1.000,0.922,1.000,,0.922,0.497,1.099,0.517,0.000,1998.000,1,0,0,0.788,,,0.101,,0.120,,,,0.855,,,0.008,,,,,,0.008,,,,,,,,,,,,1
redial,train,6004,15,admiration,0.931,0.000,0.000,0.000,0.869,0.000,,0.869,0.497,1.099,0.419,0.000,2009.000,1,0,0,0.851,,,0.028,,0.057,,0.005,,0.931,,,,,,,,,0.007,,,,,,,,,,,,2
redial,train,6005,3,neutral,0.960,0.333,1.000,1.000,0.985,,,0.986,0.263,1.321,0.549,0.637,1948.667,3,0,0,0.772,,,0.960,,0.023,0.005,,,,,,0.008,,,,,0.007,,,,,,,,,,,,,0
redial,train,6008,5,neutral,0.872,0.000,0.000,1.000,0.939,,,0.939,0.550,0.000,0.320,0.000,2017.000,1,0,1,,0.527,,0.872,,0.018,0.014,0.118,,,,,0.020,,,,,,,,,,,,,,,,,,0
redial,train,6009,3,admiration,0.929,0.000,1.000,1.000,0.987,,,0.987,0.352,0.693,0.419,0.000,2005.000,1,0,0,0.908,,,0.015,,0.126,,,,0.929,,,,,,,,0.007,0.014,,,,,,,,,,,,0
redial,train,6009,5,neutral,0.738,0.000,0.000,0.000,0.759,0.000,,0.759,0.390,0.000,0.320,0.000,2015.000,1,0,1,,0.794,,0.738,0.012,0.204,,0.006,,,,,0.086,,,,,,,,,,,,,,,,,,1
redial,train,6009,7,love,0.371,0.000,0.000,0.000,0.727,0.000,,0.755,0.259,1.055,0.202,0.693,2008.000,2,0,0,0.897,,,0.050,0.170,0.351,,,0.371,0.157,,,,,,,,,,,,,,,,,,,,,2
redial,train,6011,5,neutral,0.727,1.000,1.000,1.000,0.997,,1.000,0.997,0.404,0.693,0.546,0.000,1989.000,1,0,0,0.530,,,0.727,,0.027,,0.063,,,,0.048,0.061,,,,,,,,,,,,,,,,,,0
redial,train,6011,7,admiration,0.947,1.000,1.000,1.000,0.998,1.000,,0.998,0.352,0.693,0.612,0.000,1942.000,1,0,0,0.623,,,0.019,,0.040,,,,0.947,,,0.005,,,,,,0.010,,,,,,,,,,,,1
redial,train,6011,17,approval,0.473,1.000,1.000,1.000,0.998,1.000,,0.998,0.352,0.693,0.612,0.000,1942.000,0,1,0,0.570,,,0.469,,0.473,,,,0.014,,,0.006,,0.016,,,,,,,,,,,,,,,,2
redial,train,6015,1,neutral,0.967,0.000,1.000,1.000,0.980,,,0.980,0.437,1.099,0.546,0.000,1985.000,1,0,1,,0.544,,0.967,,0.012,0.005,,,0.004,,,0.007,,,,,,,,,,,,,,,,,,0
redial,train,6019,3,love,0.893,0.000,1.000,1.000,0.966,,1.000,0.966,0.250,1.099,0.517,0.000,1997.000,1,0,0,0.510,,,0.037,,0.071,,,0.893,0.040,0.012,,,,,,,,,,,,,,,,,,,,0
redial,train,6020,1,curiosity,0.694,1.000,1.000,1.000,0.999,,,0.999,0.417,1.386,0.517,0.000,1996.000,1,0,0,0.724,,0.694,0.224,0.038,0.051,,,,,,,,,,,0.049,,,,,,,,,,,,,,0
redial,train,6021,3,neutral,0.904,0.000,0.500,1.000,0.955,,,0.948,0.466,1.040,0.320,0.000,2017.000,2,0,0,0.939,,,0.904,,0.011,0.019,0.068,,,,,,,,,,,,,,,,0.007,,,,,,,0
redial,train,6021,5,neutral,0.839,1.000,1.000,1.000,0.997,1.000,,0.997,0.519,0.693,0.581,0.000,1960.000,1,0,0,0.896,,,0.839,0.006,0.091,,,,0.014,,,0.030,,,,,,,,,,,,,,,,,,1
redial,train,6021,11,gratitude,0.987,0.000,1.000,1.000,0.961,1.000,,0.961,0.584,0.000,0.320,0.000,2017.000,1,0,0,0.662,,,,0.010,0.054,,,,0.046,,,0.030,,,,,,0.987,,,,,,,,,,,,2
redial,train,6023,5,admiration,0.634,0.000,1.000,1.000,0.967,,1.000,0.967,0.377,1.099,0.419,0.000,2008.000,1,0,0,0.868,,,0.359,,0.095,,,,0.634,,,0.010,,,,,,0.007,,,,,,,,,,,,0
redial,train,6023,9,admiration,0.772,0.000,1.000,1.000,0.967,1.000,0.000,0.967,0.377,1.099,0.419,0.000,2008.000,0,1,0,0.828,,,,,0.135,,,,0.772,0.623,,,,,0.034,,0.050,,,,,,,,,,,,,1
redial,train,6023,11,admiration,0.909,0.000,0.000,0.000,0.387,0.000,,0.387,0.280,0.693,0.546,0.000,1988.000,1,0,1,,0.618,,0.016,,0.272,,,,0.909,,,0.009,,,,,,0.012,,,,,,,,,,,,2
redial,train,6023,15,neutral,0.658,0.000,1.000,1.000,0.961,0.000,1.000,0.961,0.584,0.000,0.320,0.000,2017.000,1,0,0,0.623,,,0.658,0.121,0.034,,,,,,,,,,,0.028,0.199,,,,,,,,,,,,,3
redial,train,6023,17,neutral,0.662,0.000,0.000,0.000,0.830,0.000,,0.830,0.552,0.693,0.320,0.000,2018.000,1,0,0,0.864,,,0.662,,0.220,0.023,,,,,0.013,0.115,,,,,,,,,,,,,,,,,,4
redial,train,6023,19,curiosity,0.802,0.000,0.000,0.000,0.830,1.000,,0.830,0.552,0.693,0.320,0.000,2018.000,0,1,0,0.757,,0.802,0.032,0.077,0.066,,,,0.497,,,,,,,,,,,,,,,,,,,,,5
redial,train,6023,21,approval,0.588,0.000,1.000,1.000,0.961,0.000,,0.961,0.584,0.000,0.320,0.000,2017.000,0,1,1,,0.582,,0.405,,0.588,,,,,,,0.020,,,,,0.061,,,,,0.008,,,,,,,,6
redial,train,6025,1,admiration,0.446,0.000,0.500,0.500,0.610,,,0.675,0.437,1.330,0.294,0.693,2001.000,2,0,0,0.676,,,0.257,,0.202,,,,0.446,,,0.020,,0.017,,,,,,,,,,,,,,,,0
redial,train,6025,7,neutral,0.428,0.000,1.000,1.000,0.973,0.689,,0.973,0.403,1.099,0.517,0.000,1990.000,1,0,0,0.916,,,0.428,,0.227,,,,,,,0.070,,,,0.166,0.035,,,,,,,,,,,,,1
redial,train,6027,5,curiosity,0.612,1.000,1.000,1.000,0.999,,1.000,0.999,0.417,1.386,0.517,0.000,1996.000,1,0,0,0.862,,0.612,0.471,0.108,0.009,,,,,,,,0.005,,,,,,,,,,,,,,,,,0
redial,train,6028,3,love,0.899,0.000,0.000,1.000,0.939,,1.000,0.939,0.463,0.000,0.320,0.000,2014.000,1,0,0,0.784,,0.322,,0.061,0.036,,,0.899,0.043,,,,,,,,,,,,,,,,,,,,,0
redial,train,6028,5,neutral,0.609,1.000,1.000,1.000,0.995,1.000,,0.995,0.260,1.386,0.419,0.000,2003.000,1,0,0,0.640,,0.479,0.609,0.153,0.007,0.006,,,,,,,,,,,,,,,,,,,,,,,,1
redial,train,6028,7,neutral,0.698,1.000,1.000,1.000,0.990,1.000,1.000,0.990,0.463,0.000,0.517,0.000,1996.000,1,0,0,0.888,,0.204,0.698,0.153,0.035,,,,,,,0.008,,,,,,,,,,,,,,,,,,2
redial,train,6028,9,gratitude,0.989,1.000,1.000,1.000,0.996,1.000,1.000,0.996,0.463,0.000,0.517,0.000,1997.000,1,0,0,0.763,,,0.009,,0.010,0.005,,,,,,0.005,,,,,,0.989,,,,,,,,,,,,3
redial,train,6030,3,neutral,0.968,0.000,1.000,1.000,0.978,,,0.978,0.519,0.693,0.419,0.000,2007.000,1,0,0,0.503,,,0.968,,0.012,0.008,0.004,,,,,0.007,,,,,,,,,,,,,,,,,,0
redial,train,6030,5,disapproval,0.692,0.000,0.000,0.000,0.588,0.000,,0.588,0.485,0.693,0.419,0.000,2009.000,1,0,1,,0.504,,0.454,,0.022,0.026,0.692,,,,,0.019,,,,,,,,,,,,,,,,,,1
